title,released,rating_x,ratings_count_x,metacritic_score,genres,platforms,developer,publisher,rating_y,user score,ratings_count_y
THE LEGEND OF HEROES TRAILS OF COLD STEEL IV  THE END OF SAGA,2020-10-27,,,,JRPG,PLAYSTATION 4,FALCOM,NIS AMERICA,RATED T FOR TEEN,8.7,175.0
THE LEGEND OF HEROES TRAILS TO AZURE,2023-03-14,,,,JRPG,PC,FALCOM,NIS AMERICA,RATED T FOR TEEN,8.0,18.0
THE LEGEND OF HEROES: TRAILS IN THE SKY,2006-10-28,TEEN,129.0,85.0,,,,,,,
THE LEGEND OF HEROES: TRAILS IN THE SKY SC,2015-10-28,,65.0,80.0,,,,,,,
THE LEGEND OF HEROES: TRAILS IN THE SKY THE 3RD,2007-06-28,,39.0,83.0,,,,,,,
THE LEGEND OF HEROES: TRAILS OF COLD STEEL,2013-09-26,TEEN,93.0,79.0,,,,,,,
THE LEGEND OF HEROES: TRAILS OF COLD STEEL II,2014-09-25,TEEN,46.0,,,,,,,,
THE LEGEND OF HEROES: TRAILS OF COLD STEEL III,2017-09-28,TEEN,28.0,83.0,,,,,,,
THE LEGEND OF HEROES: TRAILS OF COLD STEEL IV,2018-09-27,,16.0,81.0,,,,,,,
THE LEGEND OF KAGE 2,2008-10-08,,,,ACTION,DS,TAITO CORPORATION,SQUARE ENIX,RATED E +10 FOR EVERYONE +10,7.0,7.0
THE LEGEND OF KORRA,2014-10-21,TEEN,96.0,,,,,,,,
THE LEGEND OF KORRA,2014-10-21,,,,LINEAR ACTION ADVENTURE,PLAYSTATION 4,PLATINUMGAMES,ACTIVISION,RATED T FOR TEEN,6.6,117.0
THE LEGEND OF KUSAKARI,2016-08-25,,,,ACTION,3DS,LIBRAGE,NNOOO,RATED E +10 FOR EVERYONE +10,0.0,0.0
THE LEGEND OF LEGACY,2015-10-13,,,,JRPG,3DS,CATTLE CALL,ATLUS,RATED E FOR EVERYONE,7.0,64.0
THE LEGEND OF NAYUTA BOUNDLESS TRAILS,2023-09-19,,,,ACTION RPG,PLAYSTATION 4,FALCOM,NIS AMERICA,RATED E +10 FOR EVERYONE +10,7.9,9.0
THE LEGEND OF SPYRO A NEW BEGINNING,2006-10-10,,,,3D PLATFORMER,XBOX,KROME STUDIOS,SIERRA ENTERTAINMENT,RATED E +10 FOR EVERYONE +10,7.0,82.0
THE LEGEND OF SPYRO DAWN OF THE DRAGON,2008-10-21,,,,3D PLATFORMER,PLAYSTATION 3,ETRANGES LIBELLULES,ACTIVISION,RATED E +10 FOR EVERYONE +10,6.6,48.0
THE LEGEND OF SPYRO THE ETERNAL NIGHT,2007-10-02,,,,3D PLATFORMER,WII,KROME STUDIOS,SIERRA ENTERTAINMENT,RATED E +10 FOR EVERYONE +10,6.1,61.0
THE LEGEND OF STEEL EMPIRE,2024-01-23,,,,HORIZONTAL SHOOT-'EM-UP,NINTENDO SWITCH,MEBIUS,ININ GAMES,RATED E +10 FOR EVERYONE +10,0.0,0.0
THE LEGEND OF TANGO,2015-09-11,,1.0,,,,,,,,
THE LEGEND OF TIANDING,2021-11-01,TEEN,24.0,,,,,,,,
THE LEGEND OF TIANDING,2021-11-01,,,,2D BEAT-'EM-UP,NINTENDO SWITCH,NEON DOCTRINE,CREATIVE GAMES COMPUTER GRAPHICS CORPORATION,,7.5,31.0
THE LEGEND OF ZELDA,1986-02-21,EVERYONE,302.0,,,,,,,,
THE LEGEND OF ZELDA,2004-06-02,,,,OPEN-WORLD ACTION,GAME BOY ADVANCE,NINTENDO,NINTENDO,RATED E FOR EVERYONE,8.3,127.0
THE LEGEND OF ZELDA A LINK BETWEEN WORLDS,2013-11-22,,,,OPEN-WORLD ACTION,3DS,NINTENDO,NINTENDO,RATED E FOR EVERYONE,8.9,1760.0
THE LEGEND OF ZELDA A LINK TO THE PAST  FOUR SWORDS,2002-12-03,,,,OPEN-WORLD ACTION,GAME BOY ADVANCE,NINTENDO,NINTENDO,RATED E FOR EVERYONE,9.0,717.0
THE LEGEND OF ZELDA BREATH OF THE WILD,2017-03-03,,,,OPEN-WORLD ACTION,WII U,NINTENDO,NINTENDO,RATED E +10 FOR EVERYONE +10,8.8,22216.0
THE LEGEND OF ZELDA BREATH OF THE WILD  THE CHAMPION'S BALLAD,2017-12-07,,,,OPEN-WORLD ACTION,NINTENDO SWITCH,NINTENDO,NINTENDO,RATED E +10 FOR EVERYONE +10,8.4,355.0
THE LEGEND OF ZELDA BREATH OF THE WILD  THE MASTER TRIALS,2017-06-30,,,,OPEN-WORLD ACTION,NINTENDO SWITCH,NINTENDO,NINTENDO,RATED E +10 FOR EVERYONE +10,7.7,353.0
THE LEGEND OF ZELDA COLLECTOR'S EDITION,2003-11-17,,,,COMPILATION,GAMECUBE,NINTENDO,NINTENDO,RATED E FOR EVERYONE,9.0,206.0
THE LEGEND OF ZELDA FOUR SWORDS ADVENTURES,2004-06-07,,,,ACTION ADVENTURE,GAMECUBE,NINTENDO,NINTENDO,RATED E FOR EVERYONE,7.4,101.0
THE LEGEND OF ZELDA FOUR SWORDS ANNIVERSARY EDITION,2011-09-28,,,,ACTION ADVENTURE,DS,GREZZO,NINTENDO,RATED E +10 FOR EVERYONE +10,7.4,83.0
THE LEGEND OF ZELDA LINK'S AWAKENING,2019-09-20,,,,OPEN-WORLD ACTION,NINTENDO SWITCH,GREZZO,NINTENDO,RATED E FOR EVERYONE,8.4,1813.0
THE LEGEND OF ZELDA MAJORA'S MASK,2000-10-25,,,,OPEN-WORLD ACTION,NINTENDO 64,NINTENDO,NINTENDO,RATED E FOR EVERYONE,9.1,1714.0
THE LEGEND OF ZELDA MAJORA'S MASK 3D,2015-02-13,,,,OPEN-WORLD ACTION,3DS,GREZZO,NINTENDO,RATED E +10 FOR EVERYONE +10,8.9,895.0
THE LEGEND OF ZELDA OCARINA OF TIME,1998-11-23,,,,OPEN-WORLD ACTION,NINTENDO 64,NINTENDO,NINTENDO,RATED E FOR EVERYONE,9.1,8711.0
THE LEGEND OF ZELDA OCARINA OF TIME  MASTER QUEST,2003-02-28,,,,OPEN-WORLD ACTION,GAMECUBE,NINTENDO,NINTENDO,RATED E FOR EVERYONE,8.9,173.0
THE LEGEND OF ZELDA OCARINA OF TIME 3D,2011-06-19,,,,OPEN-WORLD ACTION,3DS,GREZZO,NINTENDO,RATED E +10 FOR EVERYONE +10,9.1,2010.0
THE LEGEND OF ZELDA PHANTOM HOURGLASS,2007-10-01,,,,OPEN-WORLD ACTION,DS,NINTENDO,NINTENDO,RATED E FOR EVERYONE,7.9,497.0
THE LEGEND OF ZELDA SKYWARD SWORD,2011-11-20,,,,OPEN-WORLD ACTION,WII,NINTENDO,NINTENDO,RATED E +10 FOR EVERYONE +10,8.1,2708.0
THE LEGEND OF ZELDA SKYWARD SWORD HD,2021-07-16,,,,OPEN-WORLD ACTION,NINTENDO SWITCH,NINTENDO,NINTENDO,RATED E +10 FOR EVERYONE +10,7.4,782.0
THE LEGEND OF ZELDA SPIRIT TRACKS,2009-12-07,,,,OPEN-WORLD ACTION,DS,NINTENDO,NINTENDO,RATED E +10 FOR EVERYONE +10,7.9,367.0
THE LEGEND OF ZELDA TEARS OF THE KINGDOM,2023-05-12,,,,OPEN-WORLD ACTION,NINTENDO SWITCH,NINTENDO,NINTENDO,,8.4,11825.0
THE LEGEND OF ZELDA THE MINISH CAP,2005-01-10,,,,OPEN-WORLD ACTION,GAME BOY ADVANCE,FLAGSHIP,NINTENDO,RATED E FOR EVERYONE,8.8,498.0
THE LEGEND OF ZELDA THE WIND WAKER,2003-03-24,,,,OPEN-WORLD ACTION,GAMECUBE,NINTENDO,NINTENDO,RATED E FOR EVERYONE,9.0,1536.0
THE LEGEND OF ZELDA THE WIND WAKER HD,2013-09-20,,,,OPEN-WORLD ACTION,WII U,HEXADRIVE,NINTENDO,RATED E +10 FOR EVERYONE +10,9.0,1443.0
THE LEGEND OF ZELDA TRI FORCE HEROES,2015-10-23,,,,OPEN-WORLD ACTION,3DS,NINTENDO,NINTENDO,RATED E FOR EVERYONE,7.1,255.0
THE LEGEND OF ZELDA TWILIGHT PRINCESS,2006-11-19,,,,OPEN-WORLD ACTION,WII,NINTENDO,NINTENDO,RATED T FOR TEEN,8.9,1815.0
THE LEGEND OF ZELDA TWILIGHT PRINCESS HD,2016-03-04,,,,OPEN-WORLD ACTION,WII U,TANTALUS,NINTENDO,RATED T FOR TEEN,8.6,582.0
THE LEGEND OF ZELDA: A LINK BETWEEN WORLDS,2013-11-22,EVERYONE,351.0,91.0,,,,,,,
THE LEGEND OF ZELDA: A LINK TO THE PAST,1991-11-21,EVERYONE,565.0,95.0,,,,,,,
THE LEGEND OF ZELDA: BREATH OF THE WILD,2017-03-03,EVERYONE 10+,2919.0,97.0,,,,,,,
THE LEGEND OF ZELDA: FOUR SWORDS,2002-12-02,EVERYONE,36.0,,,,,,,,
THE LEGEND OF ZELDA: FOUR SWORDS ADVENTURES,2004-03-18,,39.0,,,,,,,,
THE LEGEND OF ZELDA: LINK'S AWAKENING (1993),1993-06-06,,189.0,,,,,,,,
THE LEGEND OF ZELDA: LINK'S AWAKENING (2019),2019-09-20,EVERYONE,504.0,87.0,,,,,,,
THE LEGEND OF ZELDA: MAJORA'S MASK,2000-04-27,EVERYONE 10+,390.0,95.0,,,,,,,
THE LEGEND OF ZELDA: MAJORA'S MASK 3D,2015-02-13,EVERYONE,203.0,89.0,,,,,,,
THE LEGEND OF ZELDA: OCARINA OF TIME,1998-11-21,EVERYONE,811.0,99.0,,,,,,,
THE LEGEND OF ZELDA: OCARINA OF TIME 3D,2011-06-19,EVERYONE 10+,344.0,94.0,,,,,,,
THE LEGEND OF ZELDA: ORACLE OF AGES,2001-02-27,,93.0,,,,,,,,
THE LEGEND OF ZELDA: ORACLE OF SEASONS,2001-02-27,,87.0,,,,,,,,
THE LEGEND OF ZELDA: PHANTOM HOURGLASS,2007-10-01,EVERYONE,188.0,90.0,,,,,,,
THE LEGEND OF ZELDA: SKYWARD SWORD,2011-11-20,EVERYONE 10+,272.0,93.0,,,,,,,
THE LEGEND OF ZELDA: SKYWARD SWORD HD,2021-07-16,EVERYONE 10+,85.0,81.0,,,,,,,
THE LEGEND OF ZELDA: SPIRIT TRACKS,2009-12-07,EVERYONE 10+,159.0,87.0,,,,,,,
THE LEGEND OF ZELDA: TEARS OF THE KINGDOM,2023-05-12,EVERYONE 10+,343.0,96.0,,,,,,,
THE LEGEND OF ZELDA: THE MINISH CAP,2004-11-04,EVERYONE,344.0,,,,,,,,
THE LEGEND OF ZELDA: THE WIND WAKER,2002-12-13,EVERYONE,458.0,,,,,,,,
THE LEGEND OF ZELDA: THE WIND WAKER HD,2013-08-08,,243.0,90.0,,,,,,,
THE LEGEND OF ZELDA: TRI FORCE HEROES,2015-10-23,EVERYONE,31.0,,,,,,,,
THE LEGEND OF ZELDA: TWILIGHT PRINCESS,2006-11-19,TEEN,456.0,,,,,,,,
THE LEGEND OF ZELDA: TWILIGHT PRINCESS HD,2016-03-04,,108.0,,,,,,,,
THE LEGENDARY STARFY,2009-06-07,,,,2D PLATFORMER,DS,TOSE,NINTENDO,RATED E FOR EVERYONE,8.1,19.0
THE LEGO MOVIE - VIDEOGAME,2014-02-06,EVERYONE 10+,220.0,72.0,,,,,,,
THE LEGO MOVIE 2 VIDEOGAME,2019-02-26,EVERYONE 10+,28.0,,,,,,,,
THE LEGO MOVIE 2 VIDEOGAME,2019-02-26,,,,ACTION ADVENTURE,XBOX ONE,TT GAMES,WARNER BROS. INTERACTIVE ENTERTAINMENT,RATED E +10 FOR EVERYONE +10,3.4,31.0
THE LEGO MOVIE VIDEOGAME,2014-02-07,,,,ACTION ADVENTURE,IOS (IPHONE/IPAD),TT GAMES,WARNER BROS. INTERACTIVE ENTERTAINMENT,RATED E +10 FOR EVERYONE +10,7.0,139.0
THE LEGO NINJAGO MOVIE VIDEO GAME,2017-09-22,EVERYONE 10+,273.0,70.0,,,,,,,
THE LEGO NINJAGO MOVIE VIDEO GAME,2017-09-22,,,,LINEAR ACTION ADVENTURE,XBOX ONE,TT GAMES,WARNER BROS. INTERACTIVE ENTERTAINMENT,RATED E +10 FOR EVERYONE +10,5.9,78.0
THE LETTER - HORROR VISUAL NOVEL,2017-07-24,,11.0,,,,,,,,
THE LIAR PRINCESS AND THE BLIND PRINCE,2019-02-12,,,,ACTION ADVENTURE,NINTENDO SWITCH,NIPPON ICHI SOFTWARE,NIS AMERICA,RATED E +10 FOR EVERYONE +10,7.3,41.0
THE LIFE AND SUFFERING OF SIR BRANTE,2021-03-04,,168.0,82.0,,,,,,,
THE LIFE AND SUFFERING OF SIR BRANTE,2021-03-04,,,,TEXT ADVENTURE,PC,SEVER,101XP,,8.3,125.0
THE LIFE AND SUFFERING OF SIR BRANTE - CHAPTER 1 & 2,2020-11-30,,35.0,,,,,,,,
THE LIGHT,2012-01-01,,18.0,,,,,,,,
THE LIGHT KEEPS US SAFE,2018-10-11,,6.0,,,,,,,,
THE LION'S SONG,2018-07-10,,,,POINT-AND-CLICK,PC,MI'PU'MI GAMES,MI'PU'MI GAMES,RATED T FOR TEEN,7.8,18.0
THE LION'S SONG: EPISODE 1 - SILENCE,2016-07-07,,50.0,78.0,,,,,,,
THE LION’S SONG,2017-07-12,TEEN,31.0,,,,,,,,
THE LITTLE ACRE,2016-12-12,,54.0,62.0,,,,,,,
THE LITTLE ACRE,2016-12-13,,,,POINT-AND-CLICK,PC,CURVE DIGITAL,CURVE DIGITAL,RATED E +10 FOR EVERYONE +10,6.5,27.0
THE LONG DARK,2014-09-22,TEEN,830.0,76.0,,,,,,,
THE LONG DARK,2017-08-01,,,,SURVIVAL,PC,HINTERLAND,HINTERLAND,RATED T FOR TEEN,6.8,503.0
THE LONG DRIVE,2019-03-23,,17.0,,,,,,,,
THE LONG JOURNEY HOME,2017-05-30,,19.0,68.0,,,,,,,
THE LONG JOURNEY HOME,2017-05-30,,,,ACTION ADVENTURE,PC,DAEDALIC STUDIO WEST,DAEDALIC ENTERTAINMENT,,7.2,31.0
THE LONG REACH,2018-03-13,MATURE,27.0,,,,,,,,
THE LONG REACH,2018-03-15,,,,SURVIVAL,PC,PAINTED BLACK GAMES,MERGE GAMES,RATED M FOR MATURE,6.3,26.0
THE LONGEST FIVE MINUTES,2018-02-13,,,,JRPG,PLAYSTATION VITA,NIPPON ICHI SOFTWARE,NIS AMERICA,RATED T FOR TEEN,6.3,17.0
THE LONGEST JOURNEY,1999-11-18,MATURE,208.0,91.0,,,,,,,
THE LONGEST JOURNEY,2000-11-16,,,,POINT-AND-CLICK,PC,FUNCOM,FUNCOM,RATED M FOR MATURE,8.7,495.0
THE LONGEST ROAD ON EARTH,2021-05-27,,,,ADVENTURE,NINTENDO SWITCH,BRAINWASH GANG,RAW FURY,,5.9,10.0
THE LONGING,2020-03-04,,61.0,,,,,,,,
THE LONGING,2020-03-05,,,,ADVENTURE,PC,STUDIO SEUFZ,STUDIO SEUFZ,,7.9,33.0
THE LOOKER,2022-06-17,,39.0,,,,,,,,
THE LORD OF THE RINGS  GOLLUM,2023-05-25,,,,ACTION ADVENTURE,PC,DAEDALIC ENTERTAINMENT,NACON,RATED T FOR TEEN,1.2,372.0
THE LORD OF THE RINGS ARAGORN'S QUEST,2010-09-14,,,,ACTION ADVENTURE,WII,HEADSTRONG GAMES,WARNER BROS. INTERACTIVE ENTERTAINMENT,RATED T FOR TEEN,7.9,15.0
THE LORD OF THE RINGS CONQUEST,2009-01-13,,,,ACTION ADVENTURE,PC,PANDEMIC STUDIOS,ELECTRONIC ARTS,RATED T FOR TEEN,6.8,63.0
THE LORD OF THE RINGS LIVING CARD GAME,2019-11-05,,14.0,75.0,,,,,,,
THE LORD OF THE RINGS ONLINE,2007-04-24,TEEN,213.0,86.0,,,,,,,
THE LORD OF THE RINGS ONLINE MINES OF MORIA,2008-11-17,,,,MMORPG,PC,TURBINE INC.,TURBINE INC.,RATED T FOR TEEN,7.3,67.0
THE LORD OF THE RINGS ONLINE SHADOWS OF ANGMAR,2007-04-24,,,,MMORPG,PC,TURBINE INC.,MIDWAY,RATED T FOR TEEN,7.7,180.0
THE LORD OF THE RINGS ONLINE SIEGE OF MIRKWOOD,2009-12-01,,,,MMORPG,PC,TURBINE INC.,TURBINE INC.,RATED T FOR TEEN,6.9,41.0
THE LORD OF THE RINGS RETURN TO MORIA,2023-10-24,,,,SANDBOX,PC,FREE RANGE GAMES,NORTH BEACH GAMES,RATED T FOR TEEN,7.1,105.0
THE LORD OF THE RINGS TACTICS,2005-11-08,,,,TURN-BASED TACTICS,PSP,AMAZE ENTERTAINMENT,EA GAMES,RATED T FOR TEEN,8.1,15.0
THE LORD OF THE RINGS THE BATTLE FOR MIDDLEEARTH,2004-12-06,,,,REAL-TIME STRATEGY,PC,EA LA,EA GAMES,RATED T FOR TEEN,8.8,303.0
THE LORD OF THE RINGS THE BATTLE FOR MIDDLEEARTH II,2006-07-05,,,,REAL-TIME STRATEGY,PC,EA LA,EA GAMES,RATED T FOR TEEN,8.5,86.0
THE LORD OF THE RINGS THE BATTLE FOR MIDDLEEARTH II  THE RISE OF THE WITCHKING,2006-11-28,,,,REAL-TIME STRATEGY,PC,EA LA,EA GAMES,RATED T FOR TEEN,8.8,129.0
THE LORD OF THE RINGS THE FELLOWSHIP OF THE RING,2002-09-24,,,,ACTION ADVENTURE,XBOX,WXP,BLACK LABEL GAMES,RATED T FOR TEEN,6.2,15.0
THE LORD OF THE RINGS THE RETURN OF THE KING,2003-11-05,,,,ACTION RPG,PLAYSTATION 2,EA GAMES,EA GAMES,RATED T FOR TEEN,8.5,188.0
THE LORD OF THE RINGS THE THIRD AGE,2004-11-02,,,,JRPG,PLAYSTATION 2,EA GAMES,EA GAMES,RATED T FOR TEEN,8.4,19.0
THE LORD OF THE RINGS THE THIRD AGE,2004-11-02,,,,TURN-BASED TACTICS,GAME BOY ADVANCE,GRIPTONITE GAMES,EA GAMES,RATED T FOR TEEN,8.5,20.0
THE LORD OF THE RINGS THE TWO TOWERS,2002-10-21,,,,ACTION RPG,PLAYSTATION 2,STORMFRONT STUDIOS,EA GAMES,RATED T FOR TEEN,8.0,110.0
THE LORD OF THE RINGS WAR IN THE NORTH,2011-11-01,,,,ACTION RPG,PLAYSTATION 3,SNOWBLIND STUDIOS,WARNER BROS. INTERACTIVE ENTERTAINMENT,RATED M FOR MATURE,7.3,146.0
THE LORD OF THE RINGS WAR OF THE RING,2003-11-04,,,,REAL-TIME STRATEGY,PC,LIQUID ENTERTAINMENT,SIERRA ENTERTAINMENT,RATED T FOR TEEN,7.3,28.0
THE LORD OF THE RINGS: CONQUEST,2009-01-13,TEEN,104.0,55.0,,,,,,,
THE LORD OF THE RINGS: GOLLUM,2023-05-25,MATURE,56.0,40.0,,,,,,,
THE LORD OF THE RINGS: JOURNEYS IN MIDDLE-EARTH,,,11.0,,,,,,,,
THE LORD OF THE RINGS: THE BATTLE FOR MIDDLE-EARTH,2004-12-06,TEEN,205.0,,,,,,,,
THE LORD OF THE RINGS: THE BATTLE FOR MIDDLE-EARTH 2,2006-02-28,,182.0,,,,,,,,
THE LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,2002-09-25,,59.0,59.0,,,,,,,
THE LORD OF THE RINGS: THE RETURN OF THE KING,2003-10-31,TEEN,206.0,82.0,,,,,,,
THE LORD OF THE RINGS: THE TWO TOWERS,2002-10-21,,74.0,,,,,,,,
THE LORDS OF MIDNIGHT,1984-01-01,,43.0,,,,,,,,
THE LORDS OF THE EARTH FLAME,2016-09-02,,12.0,,,,,,,,
THE LOST CHILD,2018-06-19,,,,JRPG,PLAYSTATION 4,KADOKAWA,NIS AMERICA,RATED T FOR TEEN,5.1,10.0
THE LOST CHRONICLES OF ZERZURA,2014-07-10,,,,ADVENTURE,PC,CRANBERRY PRODUCTION,VIVA MEDIA,,6.9,21.0
THE LOST CROWN A GHOSTHUNTING ADVENTURE,2008-03-03,,,,ADVENTURE,PC,DARKLING ROOM,GOT GAME ENTERTAINMENT,RATED T FOR TEEN,7.7,19.0
THE LOST CROWN: A GHOSTHUNTING ADVENTURE,2008-03-03,,24.0,71.0,,,,,,,
THE LOST MYTHOLOGIES,2016-01-28,,18.0,,,,,,,,
THE LOST SOULS,2016-04-11,,3.0,,,,,,,,
THE LOST VALLEY,2015-04-20,,9.0,,,,,,,,
THE LOST VIKINGS,1993-04-23,EVERYONE,114.0,75.0,,,,,,,
THE LOST VIKINGS,2003-03-30,,,,ACTION PUZZLE,GAME BOY ADVANCE,MASS MEDIA,BLIZZARD CLASSIC ARCADE,RATED E FOR EVERYONE,8.2,19.0
THE LOW ROAD,2017-04-20,,12.0,,,,,,,,
THE LOW ROAD,2018-08-23,,,,POINT-AND-CLICK,PC,XGENSTUDIOS,XGENSTUDIOS,RATED E +10 FOR EVERYONE +10,0.0,0.0
THE MAGE'S TALE,2017-06-20,,,,ADVENTURE,PC,INXILE ENTERTAINMENT,INXILE ENTERTAINMENT,RATED T FOR TEEN,7.5,12.0
THE MAGESEEKER A LEAGUE OF LEGENDS STORY,2023-04-18,,,,ACTION RPG,PLAYSTATION 5,DIGITAL SUN,RIOT FORGE,RATED T FOR TEEN,7.2,37.0
THE MAGIC CIRCLE,2015-05-13,,,,FIRST-PERSON ADVENTURE,PC,QUESTION,QUESTION,,8.0,46.0
THE MAGIC CIRCLE,2015-07-09,,45.0,79.0,,,,,,,
THE MAGIC CIRCLE,2015-07-09,,45.0,79.0,,,,,,,
THE MAGIC OBELISK,2009-12-28,,,,ACTION ADVENTURE,WII,GAME ARTS,GAME ARTS,RATED E FOR EVERYONE,0.0,0.0
THE MAGNIFICENT TRUFFLEPIGS,2021-06-02,,,,FIRST-PERSON ADVENTURE,PC,THUNKD,AMC GAMES,,3.7,7.0
THE MAHJONG HUNTRESS,2016-05-25,,12.0,,,,,,,,
THE MAKER'S EDEN,2014-07-30,,1.0,,,,,,,,
THE MAKING OF KARATEKA,2023-08-29,,,,MISCELLANEOUS,PC,DIGITAL ECLIPSE,DIGITAL ECLIPSE,,7.0,8.0
THE MAMMOTH: A CAVE PAINTING,,,21.0,,,,,,,,
THE MANHOLE: MASTERPIECE EDITION,,,5.0,,,,,,,,
THE MANY PIECES OF MR COO,2023-09-06,,,,POINT-AND-CLICK,PC,GAMMERA NEST,MERIDIEM GAMES,,0.0,0.0
THE MARK OF KRI,2002-07-29,,,,3D BEAT-'EM-UP,PLAYSTATION 2,SCEA,SCEA,RATED M FOR MATURE,6.8,27.0
THE MARVELLOUS MISS TAKE,2014-11-19,TEEN,19.0,69.0,,,,,,,
THE MARVELLOUS MISS TAKE,2014-11-20,,,,ADVENTURE,PC,WONDERSTRUCK GAMES,RISING STAR GAMES,,0.0,0.0
THE MASTERPLAN,2015-06-03,MATURE,14.0,68.0,,,,,,,
THE MASTERPLAN,2015-06-04,,,,STRATEGY,PC,SHARK PUNCH,SHARK PUNCH,,7.3,24.0
THE MATRIX ONLINE,2005-03-22,,,,MMORPG,PC,MONOLITH PRODUCTIONS,WARNER BROS. INTERACTIVE ENTERTAINMENT,RATED T FOR TEEN,4.3,0.0
THE MATRIX PATH OF NEO,2005-11-07,,,,ACTION ADVENTURE,PC,SHINY ENTERTAINMENT,ATARI SA,RATED T FOR TEEN,7.6,53.0
THE MATRIX: PATH OF NEO,2005-11-08,TEEN,101.0,64.0,,,,,,,
THE MAW,2009-01-21,,,,3D PLATFORMER,XBOX 360,TWISTED PIXEL GAMES,TWISTED PIXEL GAMES,RATED E +10 FOR EVERYONE +10,7.1,17.0
THE MAW,2009-03-09,EVERYONE 10+,52.0,75.0,,,,,,,
THE MEAN GREENS - PLASTIC WARFARE,2015-12-08,,74.0,,,,,,,,
THE MEDIUM,2021-01-28,MATURE,387.0,74.0,,,,,,,
THE MEDIUM,2021-01-28,,,,SURVIVAL,PC,BLOOBER TEAM,BLOOBER TEAM,RATED M FOR MATURE,7.2,1432.0
THE MERCURY MAN,2019-09-24,,46.0,,,,,,,,
THE MESSENGER,2018-08-30,EVERYONE 10+,304.0,84.0,,,,,,,
THE MESSENGER,2018-08-30,,,,METROIDVANIA,PC,SABOTAGE STUDIO,DEVOLVER DIGITAL,RATED E +10 FOR EVERYONE +10,8.4,260.0
THE METRONOMICON SLAY THE DANCE FLOOR,2016-09-29,,,,RHYTHM,PC,PUUBA,KASEDO GAMES,RATED T FOR TEEN,7.2,21.0
THE METRONOMICON: SLAY THE DANCE FLOOR,2016-09-28,,19.0,79.0,,,,,,,
THE MIGHTY QUEST FOR EPIC LOOT,2013-11-18,,,,ACTION ADVENTURE,PC,UBISOFT MONTREAL,UBISOFT,RATED T FOR TEEN,5.7,97.0
THE MIGHTY QUEST FOR EPIC LOOT (2015),2015-02-05,,53.0,,,,,,,,
THE MIMS BEGINNING,2016-05-18,EVERYONE 10+,2.0,,,,,,,,
THE MIND OF MARLO,2017-10-19,,6.0,,,,,,,,
THE MINOTAUR,2016-01-21,,11.0,,,,,,,,
THE MIRROR LIED,2018-10-25,,24.0,,,,,,,,
THE MISADVENTURES OF P.B. WINTERBOTTOM,2010-02-17,,43.0,79.0,,,,,,,
THE MISADVENTURES OF PB WINTERBOTTOM,2010-02-17,,,,PUZZLE,PC,THE ODD GENTLEMEN,2K PLAY,RATED E FOR EVERYONE,7.7,11.0
THE MISSING JJ MACFIELD AND THE ISLAND OF MEMORIES,2018-10-11,,,,ACTION ADVENTURE,PLAYSTATION 4,WHITE OWLS,ARC SYSTEM WORKS,RATED M FOR MATURE,6.6,30.0
THE MISSING: J.J. MACFIELD AND THE ISLAND OF MEMORIES,2018-10-11,MATURE,48.0,78.0,,,,,,,
THE MOMENT OF SILENCE,2004-09-30,,15.0,70.0,,,,,,,
THE MOMENT OF SILENCE,2005-03-01,,,,POINT-AND-CLICK,PC,HOUSE OF TALES,THE ADVENTURE COMPANY,RATED T FOR TEEN,5.9,16.0
THE MONK AND THE WARRIOR. THE HEART OF THE KING,2018-03-02,TEEN,6.0,,,,,,,,
THE MONSTER INSIDE,2015-08-25,,26.0,,,,,,,,
THE MOON NIGHT,2017-07-22,,8.0,,,,,,,,
THE MOON SLIVER,2014-05-03,,17.0,,,,,,,,
THE MOOSEMAN,2017-02-17,,80.0,74.0,,,,,,,
THE MOOSEMAN,2018-07-18,,,,ADVENTURE,PC,VLADIMIR BELETSKY,SOMETIMES YOU,RATED E +10 FOR EVERYONE +10,0.0,0.0
THE MORTUARY ASSISTANT,2022-08-02,,29.0,,,,,,,,
THE MOVIES,2005-11-08,TEEN,111.0,84.0,,,,,,,
THE MOVIES,2005-11-08,,,,TYCOON,PC,LIONHEAD STUDIOS,ACTIVISION,RATED T FOR TEEN,8.2,152.0
THE MOVIES STUNTS & EFFECTS,2006-06-06,,,,TYCOON,PC,LIONHEAD STUDIOS,ACTIVISION,RATED T FOR TEEN,6.6,18.0
THE MUMMY,2000-11-17,,,,ACTION ADVENTURE,GAME BOY ADVANCE,REBELLION,KONAMI,RATED E +10 FOR EVERYONE +10,5.8,12.0
THE MUMMY DEMASTERED,2017-10-23,,34.0,,,,,,,,
THE MUMMY DEMASTERED,2017-10-24,,,,2D PLATFORMER,PC,WAYFORWARD,WAYFORWARD,RATED E +10 FOR EVERYONE +10,7.2,40.0
THE MUMMY RETURNS,2001-10-03,,,,ACTION ADVENTURE,PLAYSTATION 2,BLITZ GAMES,UNIVERSAL INTERACTIVE,RATED T FOR TEEN,5.7,6.0
THE MUMMY TOMB OF THE DRAGON EMPEROR,2008-07-22,,,,ACTION ADVENTURE,WII,EUROCOM,SIERRA ENTERTAINMENT,RATED T FOR TEEN,0.0,0.0
